recno	P	Cluster	RAJ2000	DEJ2000	Class	Diam	Dist	E(B-V)	Age	r_pmRA	pmRA	pmDE	Nc	K14	RV	o_RV	r_RV	[Fe/H]	o_[Fe/H]	TrType	WEBDA	Lynga
1806		NGC 6843	19 56 06	+12 09 48		5.0	1945	0.3	9.11	D14	0.38	2.75	89	K14							WEBDA	Lynga
1807		NGC 6846	19 56 28	+32 20 54		2.0	4450	1.05	8.7	K14	0.12	-3.95	83	K14						4-1-p-*	WEBDA	Lynga
1808		NGC 6847	19 56 37	+30 12 48	r	20.0	1894	0.58	8.7	D14	-0.81	-2.83	1191	K14						4-3-r-n	WEBDA	Lynga
1809		SAI 132	19 57 01	+31 36 31		8.0	2860	0.94	8.75	D14	-1.75	-3.81	272	K14							WEBDA	Lynga
1810		FSR 0165	19 58 06	+26 45 31	IR	7.9	2628	1.249	6.91	D14	-1.32	-2.76	137	K14							WEBDA	Lynga
1811		Kronberger 52	19 58 08	+30 53 18		1.2	705	2.45	8.11	D14	-0.87	-3.79	39	K14							WEBDA	Lynga
1812		Loiano 1	19 58 14	+32 32 42		6.0	2700	0.44	8.4	D14	-0.7	-4.63	136	K14							WEBDA	Lynga
1813	P	Roslund 3	19 58 42	+20 29 00		5.0	1467	0.348	8.036	D14	-0.98	-4.74	153	K14	-4.7		RGDZ				WEBDA	Lynga
1814		NGC 6856	19 59 17	+56 07 48	r	3.2	1704	0.16	9.26	D14	-2.85	-6.54	18	K14						3-2-p-*	WEBDA	Lynga
1815		Berkeley 49	19 59 30	+34 38 30		2.5	2090	1.18	8.9	K14	-2.9	-3.3	47	K14						1-1-p-*	WEBDA	Lynga
1816		Patchick 89	19 59 33	+49 18 50		1.4	1845	0.33	9.35	D14	4.55	-5.38	19	K14							WEBDA	Lynga
1817		FSR 0163	20 00 19	+25 25 16	IR	4.4	3412	1.041	8.55	D14	-1.48	-4.8	74	K14							WEBDA	Lynga
1818		Kronberger 68	20 00 36	+30 35 23		2.2	710	2.19	8.3	K14	-3.27	-5.46	62	K14							WEBDA	Lynga
1819		Berkeley 83	20 01 18	+28 37 00		2.0	5728	1.3	8.95	K14	-3.03	-6.91	66	K14				0.0		2-1-p-*	WEBDA	Lynga
1820		Toepler 1	20 01 18	+33 37 12		1.5	2793	0.65	7.85	D14	-3.49	-7.96	52	K14							WEBDA	Lynga
1821		FSR 0162	20 01 32	+25 14 06	IR	1.5	1721	0.687	8.95	D14	-0.02	-6.15	10	K14							WEBDA	Lynga
1822		Kronberger 69	20 01 59	+31 26 18		4.0	6140	1.8	7.85	D14	-2.63	-2.75	107	K14							WEBDA	Lynga
1823		FSR 0188	20 02 05	+33 55 09	IR	3.4	3354	1.312	8.2	D14	-1.14	-5.43	97	K14							WEBDA	Lynga
1824		Teutsch 8	20 02 23	+35 18 41		1.1	1600	0.58	7.0	D14	-1.94	4.83	7	K14							WEBDA	Lynga
1825		FSR 0198	20 02 27	+35 40 31	IR	7.0	1700	0.96	7.0	D14	-2.63	-4.93	132	K14	-13.0	1	D14				WEBDA	Lynga
1826		Dolidze 36	20 02 30	+42 06 00		14.0	900	0.22	8.83	D14	-1.47	-3.39	437	K14	77.0	1	D14			4-3-r-n	WEBDA	Lynga
1827		NGC 6858	20 02 56	+11 15 30		10.0	1310	0.13	9.4	D14	1.82	-0.51	202	K14							WEBDA	Lynga
1828		ASCC 110	20 03 00	+33 34 12		27.6	800	0.15	8.75	D14	-1.81	-6.49	3530	K14	-2.87	5	D14				WEBDA	Lynga
1829		Dolidze 37	20 03 00	+37 41 00		8.0	1400	2.311	7.585	D14	-0.16	-3.42	112	K14						4-2-p-n	WEBDA	Lynga
1830		Kronberger 54	20 03 08	+31 58 01		0.8	1715	0.94	8.4	K14	-4.2	-3.35	105	K14							WEBDA	Lynga
1831	P	NGC 6866	20 03 55	+44 09 30		14.0	1189	0.074	8.91	D14	-1.39	-3.07	498	K14	13.68	2	MMU	-0.013			WEBDA	Lynga
1832		Berkeley 84	20 04 43	+33 54 24		2.5	2750	0.73	8.65	K14	-2.09	-0.41	42	K14						2-1-p-n	WEBDA	Lynga
1833		Alessi 10	20 04 46	-10 28 42		18.0	513	0.22	8.35	AMD	2.32	-8.57	17	K14	75.9	1	K14			4-3-p-*	WEBDA	Lynga
1834		FSR 0167	20 04 50	+27 04 14	IR	5.2	1993	1.249	8.2	D14	0.56	3.22	100	K14							WEBDA	Lynga
1835	P	Roslund 4	20 04 54	+29 13 00		5.0	2000	0.91	6.6	D14	-2.9	-4.91	80	K14	-15.7		DMFA				WEBDA	Lynga
1836		ESO 461 38	20 04 54	-30 21 00		4.0	2402	0.458	8.975	D14	-1.03	-8.46	22	K14						4-3-p-n	WEBDA	Lynga
1837		FSR 0190	20 05 28	+33 34 29	IR	4.2	3924	0.874	6.1	D14	-2.73	-6.95	109	K14							WEBDA	Lynga
1838		Dolidze 38	20 05 42	+41 12 00		18.0	1200	0.15	8.95	D14	-1.73	-6.11	767	K14						4-3-r-n	WEBDA	Lynga
1839		Dol Dzim 10	20 05 48	+40 32 00		2.5	1670	0.55	9.0	K14	-4.77	-1.84	16	K14							WEBDA	Lynga
1840	P	NGC 6871	20 05 59	+35 46 36		29.0	1574	0.443	6.958	D14	-3.26	-5.15	2585	K14	-108.01	11	D14				WEBDA	Lynga
1841		Kronberger 28	20 06 32	+35 34 34		0.8	550	2.26	8.6	K14	-2.11	-5.43	59	K14							WEBDA	Lynga
1842		Basel 6	20 06 48	+38 21 00		7.0	1548	0.58	7.977	D14	-2.21	-2.99	228	K14							WEBDA	Lynga
1843		FSR 0192	20 06 52	+33 49 48	IR	5.6	2645	0.895	7.2	D14	-1.57	-6.86	119	K14							WEBDA	Lynga
1844		Biurakan 1	20 07 30	+35 41 00		10.0	1600	0.33	7.25	D14	-2.83	-4.65	421	K14	-9.0	2	D14			4-3-p-n	WEBDA	Lynga
1845		NGC 6873	20 07 44	+21 05 51		15.0	1250	0.35	8.94	D14	-2.73	-5.82	607	K14							WEBDA	Lynga
1846		FSR 0170	20 07 46	+27 33 55	IR	3.6	4023	2.415	8.9	D14	-1.23	2.94	8	K14							WEBDA	Lynga
1847	P	Biurakan 2	20 09 12	+35 29 00		20.0	1106	0.36	7.011	D14	-1.95	-4.49	914	K14	-19.66	4	D14				WEBDA	Lynga
1848		Dolidze 1	20 09 38	+36 30 21	OC	8.0	1445	0.625	7.6	D14	-1.27	-5.65	275	K14	4.0	1	D14			4-2-p-n	WEBDA	Lynga
1849		FSR 0189	20 09 46	+32 54 47	IR	5.6	2588	1.041	6.5	D14	-2.84	-11.15	55	K14							WEBDA	Lynga
1850		Dolidze 2	20 09 54	+41 22 00	d	6.0	4296	0.729	8.785	D14	-0.16	-6.16	141	K14						4-1-p-n	WEBDA	Lynga
1851	P	Roslund 5	20 10 00	+33 46 00		50.0	389	0.098	7.832	TYC	2.32	-1.5	60	K14	-17.66	13	D14				WEBDA	Lynga
1852	P	IC 1311	20 10 18	+41 13 00		5.0	6026	0.28	9.2	D14	0.59	-6.51	91	K14	-63.15	5	WC09	-0.3	5		WEBDA	Lynga
1853		Berkeley 50	20 10 24	+34 58 00		2.0	2653	0.75	8.35	K14	-1.06	-2.39	150	K14						2-1-p-n	WEBDA	Lynga
1854		ASCC 111	20 11 13	+37 27 00		66.0	1600	0.3	7.05	D14	-0.08	0.14	8004	K14	-11.06	13	D14				WEBDA	Lynga
1855	P	NGC 6883	20 11 19	+35 49 54		35.0	1380	0.3		BDW	-2.89	-6.53	1	K14	-8.18	5	D14			4-2-m-n	WEBDA	Lynga
1856		Collinder 416	20 11 35	+26 32 04		8.0				D14	-4.2	-5.25	168	K14	-17.67	4	D14				WEBDA	Lynga
1857		Ruprecht 172	20 11 36	+35 36 18		15.0	1100	0.2	8.91	D14	-2.55	-4.58	954	K14						3-2-p-n	WEBDA	Lynga
1858	P	NGC 6882	20 11 47	+26 48 42		5.0	432	0.062	8.2	BDW	1.6	-9.8	3	K14	-17.8	2	MMU	-0.02	2		WEBDA	Lynga
1859		Berkeley 51	20 11 54	+34 24 06		2.0	1300	1.6	9.05	K14	-1.15	-1.37	101	K14						1-1-p-n	WEBDA	Lynga
1860		AH03 J2011+26.7	20 11 57	+26 44 08		4.5	2567	0.9	7.35	D14	0.29	-2.56	32	K14							WEBDA	Lynga
1861		NGC 6885	20 12 01	+26 28 42		20.0	597	0.08	9.16	D14	-3.3	-5.14	689	K14	-1.5	6	FM09				WEBDA	Lynga
1862		Kronberger 72	20 12 19	+37 53 27		2.0	1055	0.55	8.7	K14	-2.99	-0.08	53	K14							WEBDA	Lynga
1863		FSR 0178	20 13 08	+29 07 24	IR	6.0	3700	1.34	9.18	D14	-0.89	-4.21	58	K14							WEBDA	Lynga
1864		Kronberger 73	20 13 47	+36 44 55		1.2	1695	0.97	8.6	D14	-0.93	0.54	29	K14							WEBDA	Lynga
1865		Berkeley 52	20 14 30	+28 56 48		3.0	4900	1.5	9.3	D14	-16.46	6.37	5	K14						1-1-m-*	WEBDA	Lynga
1866		FSR 0219	20 15 00	+41 10 46	IR	2.1	884	0.833	6.5	K14	-2.85	-3.97	73	K14							WEBDA	Lynga
1867		Patchick 75	20 15 02	+33 55 43		1.5	1442	0.73	8.95	D14	-1.5	-8.62	17	K14							WEBDA	Lynga
1868		Dolidze 3	20 15 29	+36 51 47		15.0	1032	0.562	8.29	D14	-1.42	-4.13	532	K14						3-2-m-n	WEBDA	Lynga
1869	P	IC 4996	20 16 31	+37 39 19		2.2	2398	0.71	6.87	TYC	-0.53	-4.34	15	K14	-13.0		RGDZ				WEBDA	Lynga
1870		Alessi Teutsch 11	20 16 32	+52 04 30		26.4	550	0.08	8.15	D14	-0.06	-1.46	1015	K14							WEBDA	Lynga
1871		FSR 0195	20 16 51	+33 37 36	IR	3.6	2331	1.437	9.345	D14	4.5	-2.72	13	K14							WEBDA	Lynga
1872		vdBergh 130	20 17 42	+39 21 00		6.0	1589	0.916	7.4	D14	-3.61	-4.58	50	K14						2-2-p-n	WEBDA	Lynga
1873		Feibelman 1	20 17 47	+38 02 00		5.0	1457	2.124	6.7	D14	-2.35	-2.24	121	K14	-8.9	1	D14				WEBDA	Lynga
1874		Dolidze 4	20 17 56	+36 42 19	d	8.7				D14	-1.62	-3.08	107	K14						4-1-p-n	WEBDA	Lynga
1875		Dolidze 40	20 17 56	+37 55 59	OC	16.5	2702	1.062	8.4	D14	-0.22	-0.77	668	K14	-8.9	1	D14			3-1-p-n	WEBDA	Lynga
1876		Kronberger 74	20 17 57	+36 45 37		1.1	1760	0.87	9.0	D14	14.64	20.68	11	K14							WEBDA	Lynga
1877		Collinder 419	20 18 07	+40 43 55		4.0	740	0.34	6.85	D14	-2.15	-6.28	51	K14	-8.22	2	D14			4-2-p-*	WEBDA	Lynga
1878		FSR 0232	20 18 14	+42 37 50	IR	3.1	1546	0.791	8.15	D14	0.81	-3.47	22	K14							WEBDA	Lynga
1879		Teutsch 124	20 18 21	+31 12 22		4.0	840	1.82	9.84	D14	0.34	-2.77	45	K14							WEBDA	Lynga
1880		Dolidze 41	20 18 49	+37 45 00		11.0				D14	-0.61	-0.57	329	K14	-1.0	2	D14			4-1-p-*	WEBDA	Lynga
1881		Berkeley 85	20 18 55	+37 45 33		5.0	1760	0.77	9.0	D14	-1.45	-1.52	142	K14						3-1-m-*	WEBDA	Lynga
1882		FSR 0223	20 19 40	+40 55 40	IR	1.8	2466	1.832	6.55	K14	-2.7	-4.8	141	K14							WEBDA	Lynga
1883	P	Dolidze 42	20 19 42	+38 08 00		7.0	972	0.571	7.542	D14	-1.14	-0.53	136	K14							WEBDA	Lynga
1884		FSR 0222	20 20 05	+40 50 11	IR	1.2	1238	1.666	7.2	D14	2.94	-5.65	8	K14							WEBDA	Lynga
1885		Dolidze 5	20 20 10	+39 19 50	d	7.5	969	0.521	8.1	D14	-2.59	-5.5	122	K14	-35.0	1	K14			3-3-m-n	WEBDA	Lynga
1886	P	Berkeley 86	20 20 24	+38 42 00	v	6.0	1112	0.898	7.116	D14	-4.56	-5.56	73	K14	-25.54	2	FM09				WEBDA	Lynga
1887		Dolidze 6	20 20 32	+41 21 24	d	7.8				D14	-0.62	-4.51	29	K14	-9.0	1	D14			4-2-p-n	WEBDA	Lynga
1888		Kronberger 58	20 20 48	+41 12 17		0.2	1515	1.35	8.2					K14							WEBDA	Lynga
1889		Berkeley 88	20 21 36	+48 05 00		2.0	6319	0.88	9.2	K14	-2.49	-4.02	12	K14						4-1-p-*	WEBDA	Lynga
1890	P	Berkeley 87	20 21 42	+37 22 00		10.0	633	1.369	7.152	D14	-1.93	-3.11	99	K14	-65.0	1	D14				WEBDA	Lynga
1891		NGC 6904	20 21 48	+25 44 24		8.0	1355	0.39	9.0	D14	-1.01	-5.88	232	K14							WEBDA	Lynga
1892		Collinder 421	20 23 10	+41 41 35		3.6	1050	0.64	8.4	D14	-3.61	-11.58	21	K14						3-1-p-n	WEBDA	Lynga
1893	P	NGC 6910	20 23 12	+40 46 42		10.0	1139	0.971	7.127	D14	-2.46	-6.02	156	K14	-31.57	3	D14				WEBDA	Lynga
1894		Kronberger 57	20 23 57	+36 36 18		2.2	1295	1.06	8.2	K14	-2.35	-2.01	26	K14							WEBDA	Lynga
1895	P	NGC 6913	20 23 57	+38 30 30		10.0	1540	1.03	6.7	D14	-3.21	-4.56	131	K14	-16.9		BMTB				WEBDA	Lynga
1896		Majaess 207	20 24 13	+35 52 21	IR	7.0				D14	0.8	-16.49	70	K14							WEBDA	Lynga
1897		Dolidze 8	20 24 23	+42 16 52		7.3	1078	1.666	8.855	D14	-12.96	-4.4	3	K14						1-2-p-n	WEBDA	Lynga
1898		Berkeley 89	20 24 36	+46 03 00		3.0	2040	1.05	9.05	D14	-1.86	-3.62	66	K14						3-1-p-*	WEBDA	Lynga
1899		FSR 0239	20 24 46	+42 49 04	IR	4.4				D14	1.59	-16.2	13	K14							WEBDA	Lynga
1900		FSR 0224	20 25 21	+40 13 37	IR	2.0	1427	0.708	9.005	K14	-5.25	-7.05	40	K14							WEBDA	Lynga
1901		Dolidze 9	20 25 42	+41 56 00		5.0	1063	0.833	8.0	D14	4.2	-11.71	11	K14						4-2-p-n	WEBDA	Lynga
1902		Dolidze 10	20 26 18	+40 07 00	d	3.0				D14	-0.46	-4.02	9	K14						4-1-p-n	WEBDA	Lynga
1903		Dolidze 11	20 26 30	+41 27 00	d	5.0	1813	0.645	7.35	D14	-3.05	-5.87	48	K14	-14.0	1	K14			4-3-p-n	WEBDA	Lynga
1904		FSR 0210	20 26 37	+37 16 52	IR	4.3	1087	0.833	8.8	D14	1.46	-0.33	29	K14							WEBDA	Lynga
1905		ESO 026 02	20 26 38	-80 00 12	d	8.0	2473	0.104	9.7	D14	0.96	-4.82	37	K14							WEBDA	Lynga
1906		FSR 0213	20 26 59	+38 58 32	IR	6.4	1434	0.833	8.715	D14	-0.53	-3.16	59	K14							WEBDA	Lynga
1907		Teutsch 30	20 27 43	+36 04 32		3.2	1600	1.24	6.9	D14	1.34	-6.55	35	K14							WEBDA	Lynga
1908		Teutsch 28	20 28 19	+35 06 55		4.4	3100	1.44	9.95	D14	3.02	-0.83	22	K14							WEBDA	Lynga
1909		Roslund 6	20 28 49	+39 19 36		24.0	450	0.06	8.47	D14	-0.52	-4.17	350	K14						4-3-m-n	WEBDA	Lynga
1910		Dolidze 44	20 29 42	+41 43 00		10.0	1499	0.687	8.155	D14	-0.61	-5.44	93	K14						4-2-p-n	WEBDA	Lynga
1911		Wit 4	20 30 35	+44 18 55	e		1456	0.885	8.0	K14	-1.14	-5.44	217	K14							WEBDA	Lynga
1912	P	NGC 6939	20 31 30	+60 39 42	v	10.0	1800	0.33	9.2	D14	-2.37	-5.29	285	K14	-42.0	4	TFV	0.0			WEBDA	Lynga
1913		FSR 0236	20 32 44	+41 27 08	IR	3.9	901	1.172	8.2	K14	0.1	-1.01	303	K14							WEBDA	Lynga
1914		Bica 1	20 33 10	+41 13 07		3.0	1800	2.12	6.6	D14	-1.67	-2.07	27	K14							WEBDA	Lynga
1915		Bica 2	20 33 15	+41 18 45		5.0	1800	1.82	6.6	D14	-0.49	-3.56	74	K14	-28.0	1	D14				WEBDA	Lynga
1916		FSR 0260	20 33 40	+45 38 35	IR	2.2	1318	0.625	8.93	K14	-5.9	0.68	63	K14							WEBDA	Lynga
1917		Kronberger 59	20 33 50	+40 08 53		1.0	780	0.84	8.0	K14	-2.47	0.01	12	K14							WEBDA	Lynga
1918	P	NGC 6940	20 34 26	+28 17 00		25.0	770	0.214	8.858	D14	-3.4	-4.47	877	K14	7.89	21	MMU	0.013	6		WEBDA	Lynga
1919		NGC 6938	20 34 42	+22 12 54		7.2	1250	0.13	9.11	D14	0.55	-3.55	105	K14							WEBDA	Lynga
1920		FSR 0238	20 34 47	+41 24 56	IR	3.7	3091	1.707	6.77	K14	-1.03	-3.55	78	K14							WEBDA	Lynga
1921		FSR 0247	20 34 57	+42 55 20	IR	0.4								K14							WEBDA	Lynga
1922		Patchick 103	20 35 08	+53 18 00		1.3	2220	0.71	8.9	D14	6.8	2.35	7	K14							WEBDA	Lynga
1923		Berkeley 90	20 35 18	+46 50 00		5.0	2070	1.19	8.05	D14	-2.13	-0.52	77	K14						2-1-p-n	WEBDA	Lynga
1924		FSR 0255	20 35 53	+44 19 31	IR	0.7	1233	1.666	7.9	K14	-2.17	-3.66	98	K14							WEBDA	Lynga
1925		Majaess 209	20 37 21	+47 14 04	IR	2.0								K14							WEBDA	Lynga
1926		FSR 0245	20 38 05	+42 13 52	IR	1.2	1186	1.332	8.58	K14	1.98	0.76	21	K14							WEBDA	Lynga
1927		FSR 0249	20 38 24	+42 30 03	IR	4.0	1790	1.353	6.1	D14	3.22	-3.17	14	K14							WEBDA	Lynga
1928		FSR 0251	20 40 14	+42 58 33	IR	2.7	857	1.041	8.7	K14	-1.77	-3.28	117	K14							WEBDA	Lynga
1929		FSR 0246	20 40 31	+42 03 00	IR	3.6				D14	5.68	1.21	8	K14							WEBDA	Lynga
1930		NGC 6950	20 41 04	+16 37 06		15.0	1070	0.06	9.26	D14	-1.77	-3.62	299	K14							WEBDA	Lynga
1931		Ruprecht 173	20 41 48	+35 33 00	d	39.0	1791	0.729	8.8	D14	-3.52	-5.19	2387	K14	-7.1	2	D14			2-2-p-*	WEBDA	Lynga
1932		Dolidze 47	20 41 55	+36 34 37	OC	11.0	2293	0.77	8.4	D14	-2.28	-3.57	223	K14						3-2-p-*	WEBDA	Lynga
1933		FSR 0225	20 42 53	+37 49 44	IR	3.0	1150	2.165	8.865	D14	-2.23	-4.19	27	K14							WEBDA	Lynga
1934		Turner 11	20 43 24	+35 35 18		8.2	1905	1.13	8.6	D14	-3.58	-5.41	127	K14							WEBDA	Lynga
1935		Ruprecht 174	20 43 31	+37 01 27		9.6	2110	0.32	8.9	D14	-2.73	-4.49	249	K14						4-1-p-*	WEBDA	Lynga
1936		Alessi 12	20 43 48	+23 47 30		40.0	537	0.08	8.1	AMD	4.33	-5.35	28	K14	-26.0	1	D14			4-3-m-*	WEBDA	Lynga
1937		FSR 0248	20 43 57	+41 39 27	IR	2.6								K14							WEBDA	Lynga
1938		FSR 0258	20 44 50	+43 54 54	IR	1.6	1238	1.666	8.3	D14	21.47	-23.72	3	K14							WEBDA	Lynga
1939	P	Ruprecht 175	20 45 12	+35 30 00		14.0	4431	0.521	9.0	D14	-2.6	-4.4	588	K14						4-2-m-*	WEBDA	Lynga
1940		FSR 0237	20 45 30	+39 36 40	IR	2.8	1656	2.811	8.1	K14	-0.94	-2.95	73	K14							WEBDA	Lynga
1941		FSR 0274	20 49 07	+47 53 41	IR	1.6	2153	1.041	7.8	D14	-3.18	5.01	24	K14							WEBDA	Lynga
1942		SAI 137	20 49 53	+41 15 18		6.0	1060	0.89	8.7	D14	-3.26	-8.75	19	K14							WEBDA	Lynga
1943		Dol Dzim 11	20 51 00	+35 57 00		3.0	2545	0.42	9.3	D14	-2.22	-2.6	44	K14							WEBDA	Lynga
1944		Roslund 7	20 52 08	+37 53 44	d	20.0	700	0.2	8.67	D14	-3.55	-5.75	540	K14	-22.0	1	K07			4-2-p-*	WEBDA	Lynga
1945		Barkhatova 1	20 53 42	+46 02 00	d	20.0	833	0.2		D14	-2.49	-2.82	1049	K14	-1.0	1	D14				WEBDA	Lynga
1946		FSR 0261	20 53 48	+43 06 35	IR	2.0	852	1.395	8.275	K14	-1.7	-3.6	199	K14							WEBDA	Lynga
1947		NGC 6991	20 54 54	+47 25 00	n	25.0	700	0.0	9.11	D14	-1.5	1.94	1218	K14	-21.77	3	D14			3-3-p-n	WEBDA	Lynga
1948		FSR 0284	20 56 28	+49 22 07	IR	3.6	1887	0.687	8.775	K14	-2.71	-3.22	121	K14							WEBDA	Lynga
1949		NGC 6997	20 56 30	+44 39 00		8.0	741	0.687	8.9	D14	-3.89	-6.45	150	K14							WEBDA	Lynga
1950	P	NGC 6996	20 56 30	+44 38 00	v	14.0	760	0.52	8.54	VBC	-2.9	-8.4	3	K14							WEBDA	Lynga
1951		Berkeley 53	20 56 36	+51 05 00		22.0	3100	1.52	9.09	D14	-3.51	0.32	393	K14				-0.09	4	3-2-m-*	WEBDA	Lynga
1952		FSR 0275	20 56 36	+46 53 30	IR	3.8	3948	0.833	8.91	K14	-3.52	-0.98	160	K14							WEBDA	Lynga
1953		FSR 0290	20 59 09	+50 46 46	IR	4.3	1201	0.802	8.92	D14	-1.41	2.42	8	K14							WEBDA	Lynga
1954		Collinder 427	21 00 37	+68 09 35	nf	4.0				D14	-11.04	-6.69	13	K14						4-1-p-n	WEBDA	Lynga
1955		FSR 0273	21 01 40	+44 48 51	IR	1.9	2220	0.833	8.745	K14	-5.79	-0.9	197	K14							WEBDA	Lynga
1956		Teutsch 22	21 01 41	+44 06 43		2.0	2700	0.86	8.55	K14	-5.1	-2.0	82	K14							WEBDA	Lynga
1957		NGC 7011	21 01 49	+47 21 12		4.4	1236	1.08	8.6	D14	-5.06	1.64	34	K14							WEBDA	Lynga
1958		FSR 0282	21 02 18	+48 07 00	IR	4.3	2533	0.874	9.24	D14	-4.85	-4.43	41	K14							WEBDA	Lynga
1959		Collinder 428	21 03 12	+44 35 00		10.0	1000	0.1		D14	-3.13	-1.47	303	K14						4-1-p-n	WEBDA	Lynga
1960	P	Berkeley 54	21 03 12	+40 28 00		4.0	2300	0.77	9.6	D14	-1.87	-5.43	30	K14							WEBDA	Lynga
1961		SAI 141	21 03 47	+46 58 50		3.0	4940	0.94	8.6	D14	-5.03	-2.22	85	K14							WEBDA	Lynga
1962		Teutsch 156	21 03 47	+47 12 54		3.0	3930	0.94	8.95	D14	-4.84	3.03	44	K14							WEBDA	Lynga
1963		FSR 0270	21 04 11	+44 20 57	IR	1.5	1758	0.854	8.255	D14	-1.47	-0.74	41	K14							WEBDA	Lynga
1964		NGC 7024	21 06 09	+41 29 18		5.0	1760	1.1	8.7	D14	-2.54	-3.38	64	K14							WEBDA	Lynga
1965	P	NGC 7031	21 07 12	+50 52 30		14.0	900	0.854	8.138	D14	-2.87	-4.77	191	K14	0.24	1	MMU				WEBDA	Lynga
1966		FSR 0288	21 08 08	+49 00 07	IR	3.1	1734	0.791	8.47	D14	-1.85	-4.06	47	K14							WEBDA	Lynga
1967		NGC 7036	21 10 02	+15 31 00	p	4.0	1000	0.1	9.5	D14	1.44	-5.68	25	K14							WEBDA	Lynga
1968	P	Basel 12	21 10 30	+46 14 00		4.0	1466	0.57	8.5	D14	-2.73	-1.82	119	K14							WEBDA	Lynga
1969		Dolidze 45	21 10 46	+37 34 28	OC	16.2	2928	0.521	8.935	D14	-0.12	-3.08	458	K14						3-2-m-n	WEBDA	Lynga
1970	P	NGC 7039	21 10 48	+45 37 00		14.0	951	0.131	7.82	BDW	-0.48	-2.99	2	K14	-12.2	1	D14				WEBDA	Lynga
1971		SAI 143	21 10 51	+50 18 31		3.0	6520	1.72	9.25	D14	-3.61	-6.14	19	K14							WEBDA	Lynga
1972		Berkeley 91	21 10 52	+48 32 12		3.0	4100	1.2	9.35	D14	-3.41	-2.6	52	K14				-0.13	2	2-1-p-*	WEBDA	Lynga
1973		NGC 7037	21 10 54	+33 45 48		5.0	1760	1.1	8.7	D14	0.77	-3.53	80	K14							WEBDA	Lynga
1974		Kronberger 80	21 11 50	+52 22 48		1.7	1355	1.29	8.85	K12	-3.03	-3.96	9	K14							WEBDA	Lynga
1975		ASCC 113	21 12 00	+38 36 00		56.4	450	0.0	8.14	K05	1.04	-4.22	34	K14							WEBDA	Lynga
1976	P	IC 1369	21 12 06	+47 44 00		5.0	2083	0.572	8.64	D14	-3.36	-5.37	113	K14				0.09	4		WEBDA	Lynga
1977	P	Basel 13	21 12 18	+46 34 00		10.0	1236	0.34	8.8	D14	-3.01	-2.75	412	K14							WEBDA	Lynga
1978		FSR 0302	21 12 20	+52 31 58	IR	0.6								K14							WEBDA	Lynga
1979	P	NGC 7044	21 13 09	+42 29 42		6.0	3326	0.66	9.1	D14	-2.18	-4.97	168	K14	-50.56	10	WC09	-0.16	10		WEBDA	Lynga
1980		Majaess 211	21 13 15	+46 22 09	IR	5.0				D14	-2.41	-3.3	106	K14							WEBDA	Lynga
1981	P	Basel 15	21 15 54	+48 51 00		6.0	1355	0.67	8.5	D14	-3.82	-4.45	88	K14							WEBDA	Lynga
1982		Berkeley 55	21 16 58	+51 45 32		4.2	3981	1.85	7.7	D14	-5.93	-12.57	21	K14						3-1-m-*	WEBDA	Lynga
1983		Berkeley 56	21 17 42	+41 49 36		2.0	12100	0.4	9.6	K14	-0.56	-0.07	31	K14						2-1-m-*	WEBDA	Lynga
1984		NGC 7055	21 19 30	+57 34 12		5.0	1275	1.1	8.9	D14	0.38	4.3	32	K14							WEBDA	Lynga
1985	P	Basel 14	21 21 18	+44 49 00		5.0	964	0.65	8.3	D14	-1.85	0.81	100	K14							WEBDA	Lynga
1986		ESO 236 07	21 21 28	-51 48 42		30.0	2933	0.042	9.75	D14	3.6	-4.99	172	K14						4-3-p-*	WEBDA	Lynga
1987		Teutsch 144	21 21 45	+50 37 08		8.4	2280	0.7	8.9	D14	-3.07	-6.17	235	K14							WEBDA	Lynga
1988		NGC 7058	21 21 53	+50 49 06	n	7.0	404	0.079	8.35	D14	-2.74	-5.21	157	K14							WEBDA	Lynga
1989		FSR 0295	21 22 38	+49 52 39	IR	3.2	1230	0.799	8.8	D14	-2.61	-5.73	37	K14							WEBDA	Lynga
1990	P	NGC 7062	21 23 27	+46 22 42		5.0	1910	0.43	8.85	BDW	-2.52	-5.83	1	K14				0.08	1		WEBDA	Lynga
1991		FSR 0296	21 23 55	+49 55 19	IR	3.1	2400	0.731	8.938	D14	-0.26	-9.92	32	K14							WEBDA	Lynga
1992	P	NGC 7063	21 24 21	+36 29 12		9.0	689	0.091	7.977	D14	-1.07	-2.53	139	K14							WEBDA	Lynga
1993	P	NGC 7067	21 24 23	+48 00 36		6.0	3600	0.75	8.0	D14	-3.69	-5.6	116	K14							WEBDA	Lynga
1994		FSR 0304	21 24 31	+51 20 22	IR	8.1	1423	0.729	8.785	D14	-3.74	-6.97	88	K14							WEBDA	Lynga
1995		Berkeley 92	21 24 47	+57 32 00		2.0	8630	0.8	9.5	K12	-2.29	-1.62	3	K14				-0.38		3-1-p-*	WEBDA	Lynga
1996		Kronberger 81	21 26 09	+53 31 58		3.5	7500	1.801	8.6	D14	0.06	-1.82	31	K14							WEBDA	Lynga
1997		NGC 7071	21 26 39	+47 55 12	r	8.0	1684	1.14	8.48	D14	-1.52	-2.13	221	K14						4-3-p-*	WEBDA	Lynga
1998		FSR 0314	21 27 48	+53 44 57	IR	1.0	1710	1.041	8.14	K12	-2.54	0.22	12	K14							WEBDA	Lynga
